city,city_id,country,type_name,rides_badbid_cnt,rides_cnt,badbids_share,badbid_ratio_avg,rides_at_risk
Mazamitla,24503,Mexico,auto_econom,0,11,0,,0
Oshakati,13472,Namibia,auto_econom,0,2,0,,0
Сокулук,31946,Кыргызстан,auto_econom,0,151,0,,0
Шетпе,3903,Казахстан,auto_econom,0,41,0,,0
Suleja,11388,Nigeria,auto_econom,0,1,0,,0
Tausa,22871,Colombia,auto_econom,0,11,0,,0
El Rama,8145,Nicaragua,auto_econom,0,1,0,,0
San Manuel,7991,Honduras,auto_econom,0,3,0,,0
Tlacotepec de Benito Juarez,24944,Mexico,auto_econom,0,11,0,,0
Santa Ana del Yacuma,6842,Bolivia,auto_econom,0,1,0,,0
Romita,24733,Mexico,auto_econom,0,11,0,,0
La Cumbre,23037,Colombia,auto_econom,0,11,0,,0
San Sebastian del Oeste,24250,Mexico,auto_econom,0,11,0,,0
Cherchar,10231,Algeria,auto_econom,0,1,0,,0
San Marcos,5179,Colombia,auto_econom,0,11,0,,0
Cerro de San Pedro,24176,Mexico,auto_econom,0,11,0,,0
Есиль,156,Казахстан,auto_econom,0,7,0,,0
Sánchez,7632,Dominican Republic,auto_econom,0,17,0,,0
Alamor,4663,Ecuador,auto_econom,0,5,0,,0
Ocampo,24251,Mexico,auto_econom,0,11,0,,0
Curitiba,4376,Brazil,intercity_buses,0,4,0,,0
Mineral de Pozos,24921,Mexico,auto_econom,0,11,0,,0
Belén de Umbría,23330,Colombia,auto_econom,0,11,0,,0
Егиндыбулак,6822,Казахстан,auto_econom,0,1,0,,0
El Marsa (المرسى),43221,Morocco,auto_econom_dublicate,0,1,0,,0
Babat,7078,Indonesia,auto_econom,0,3,0,,0
Kochi,6473,India,Ride A/C,0,1,0,,0
Cairo (القاهرة),10155,Egypt,co_ride_cyprus,0,1,0,,0
Ubaté,7510,Colombia,auto_econom,0,11,0,,0
Береке (Алматинская область),32832,Казахстан,auto_econom_karaganda,0,1,0,,0
Шубарши,23894,Казахстан,auto_econom,0,11,0,,0
Ibitinga,21890,Brazil,auto_econom,0,11,0,,0
Ghoti Budruk,15166,India,auto_econom,0,1,0,,0
Ben Slimane (بن سليمان),9848,Morocco,auto_econom_dublicate,0,71,0,,0
Ao Nang,43415,Thailand,Nearby Car (All),0,1,0,,0
Белоусовка,6808,Казахстан,auto_econom,0,2,0,,0
Kotwa,43451,Zimbabwe,auto_econom,0,5,0,,0
Рыбцех,6309,Казахстан,auto_econom,0,3,0,,0
Quisqueya,7622,Dominican Republic,auto_econom,0,14,0,,0
Xochitepec,24979,Mexico,auto_econom,0,11,0,,0
Ikere-Ekiti,20004,Nigeria,auto_econom,0,1,0,,0
Zacoalco de Torres,24842,Mexico,auto_econom,0,11,0,,0
Charqueadas,21733,Brazil,auto_econom,0,11,0,,0
Ouro Branco,22177,Brazil,auto_econom,0,11,0,,0
Joyabaj,7799,Guatemala,auto_econom,0,3,0,,0
Pilani,16846,India,auto_econom,0,1,0,,0
La Unión,42773,Colombia,auto_econom,0,11,0,,0
Salazar,42806,Colombia,auto_econom,0,11,0,,0
Karachi,5396,Pakistan,ct_courier_moto_car_icon,0,2,0,,0
Thateng,8661,Laos,auto_econom,0,1,0,,0
Coatepeque,7854,Guatemala,auto_econom,0,7,0,,0
Rioverde,5281,Mexico,auto_econom,0,11,0,,0
San Pablo,19868,Guatemala,auto_econom,0,5,0,,0
Cachoeira do Sul,32153,Brazil,auto_econom,0,11,0,,0
Paranaguá,5054,Brazil,moto_econom,0,4,0,,0
Sizini,38538,South Africa,auto_econom,0,2,0,,0
San Francisco,42827,Colombia,auto_econom,0,11,0,,0
Los Palmitos,23226,Colombia,auto_econom,0,11,0,,0
Байсерке,4137,Казахстан,auto_econom_karaganda,0,1,0,,0
Patna,5231,India,Rickshaw,0,4,0,,0
Mercedes,7288,Argentina,auto_econom_with_pet,0,5,0,,0
"Kisi, Nigeria",20000,Nigeria,auto_econom,0,6,0,,0
Binga,43447,Zimbabwe,auto_econom,0,1,0,,0
Pueblo Nuevo,23351,Colombia,auto_econom,0,12,0,,0
Macaíba,22043,Brazil,auto_econom,0,12,0,,0
Palotina,22192,Brazil,auto_econom,0,12,0,,0
Жерновка,25043,Казахстан,auto_econom,0,1,0,,0
Itabira,5034,Brazil,moto_econom,1,5,0.16,1.133,0.2
Pomuch,24415,Mexico,auto_econom,0,12,0,,0
Moloto,13082,South Africa,auto_econom,0,21,0,,0
Buenaventura,4256,Colombia,moto_econom,0,5,0.256,1.17,0
Ban Thung Khao Phuang,32855,Thailand,Moto (Win),0,1,0,,0
Ventanas,4459,Ecuador,auto_econom,0,19,0,,0
Vijes,22983,Colombia,auto_econom,0,12,0,,0
Santa Rita,8001,Honduras,auto_econom,0,9,0,,0
Gral. Antonio Elizalde (Bucay),4648,Ecuador,auto_econom,0,15,0,,0
El Aioun Sidi Mellouk (العيون سيدي ملّوك),10578,Morocco,auto_econom_dublicate,0,4,0,,0
Jacuípe,32654,Brazil,auto_econom,0,12,0,,0
Sardinal,7598,Costa Rica,auto_econom,0,8,0,,0
Masunga,12885,Botswana,auto_econom,0,2,0,,0
Guamúchil,6074,Mexico,auto_econom,0,12,0,,0
Ibiporã,21888,Brazil,auto_econom,0,12,0,,0
Bni Zoli (بني زولي),25569,Morocco,auto_econom_dublicate,0,1,0,,0
Zacatlan,24997,Mexico,auto_econom,0,12,0,,0
Charalá,23224,Colombia,auto_econom,0,12,0,,0
Concordia,23311,Colombia,auto_econom,0,12,0,,0
Lican,43400,Ecuador,auto_econom,0,42,0,,0
Formiga,21834,Brazil,auto_econom,0,12,0,,0
Cueramaro,24559,Mexico,auto_econom,0,12,0,,0
Dabeiba,6537,Colombia,auto_econom,0,12,0,,0
Beni Ansar (بني نصار),19485,Morocco,auto_econom_dublicate,0,2,0,,0
Pacajus,22182,Brazil,auto_econom,0,12,0,,0
Rajanpur,23557,Pakistan,auto_econom,0,7,0,,0
Phitsanulok,7199,Thailand,Nearby Car (All),0,190,0,,0
Papagaios,32469,Brazil,auto_econom,0,12,0,,0
Mossel Bay,4794,South Africa,auto_econom,0,5,0,,0
Comonfort,24771,Mexico,auto_econom,0,12,0,,0
Zautla,24708,Mexico,auto_econom,0,12,0,,0
Saraburi,7190,Thailand,Moto (Win),0,1,0,,0
Lamas,19955,Peru,auto_econom,0,2,0,,0
Thai Mueang,33304,Thailand,Moto (Win),0,2,0,,0
Pindal,4706,Ecuador,auto_econom,0,1,0,,0
Pradera,5190,Colombia,auto_econom,0,12,0,,0
Duri,19978,Indonesia,auto_econom,0,1,0,,0
Cajamarca,23253,Colombia,auto_econom,0,12,0,,0
Merak,21350,Indonesia,auto_econom,0,1,0,,0
Sabana de la Mar,7635,Dominican Republic,auto_econom,0,7,0,,0
Luzilândia,22042,Brazil,auto_econom,0,12,0,,0
Safi (آسفي),25220,Morocco,taxi_morocco_white,0,1,0,,0
Atenco,43259,Mexico,auto_econom,0,12,0,,0
Самарское,4090,Казахстан,auto_econom,0,2,0,,0
Ушбиик,6442,Казахстан,auto_econom,0,1,0,,0
Esmeraldas,21812,Brazil,auto_econom,0,12,0,,0
Tan-Tan (طانطان),11446,Morocco,auto_econom_dublicate,0,10,0,,0
Dunyapur,23495,Pakistan,auto_econom,0,7,0,,0
Александровка,31974,Кыргызстан,auto_econom,0,9,0,,0
Jardín,23195,Colombia,auto_econom,0,12,0,,0
Tekanto,24147,Mexico,auto_econom,0,12,0,,0
São Lourenço da Serra,32376,Brazil,auto_econom,0,12,0,,0
Musina,13195,South Africa,auto_econom,0,1,0,,0
Villamontes,6859,Bolivia,auto_econom,0,3,0,,0
Rio Branco,4171,Brazil,Ride AC,0,13,0.025,1.203,0
Coelho Neto,21742,Brazil,auto_econom,0,13,0,,0
Ciudad Valles,4188,Mexico,auto_econom,0,13,0,,0
Algarrobo,4581,Colombia,auto_econom,0,13,0,,0
Tapachula de Córdova y Ordonez,8108,Mexico,auto_econom,0,13,0,,0
San Ignacio de Velasco,6855,Bolivia,auto_econom,0,724,0,,0
Yarumal,6557,Colombia,auto_econom,0,13,0,,0
Dagua,23366,Colombia,auto_econom,0,13,0,,0
Tenango del Aire,43276,Mexico,auto_econom,0,13,0,,0
Newcastle,839,South Africa,auto_econom,0,5,0,,0
Imbituba,21908,Brazil,auto_econom,0,13,0,,0
Cajibío,23364,Colombia,auto_econom,0,13,0,,0
Атамекен ( Климовка ),21335,Казахстан,auto_econom,0,3,0,,0
Baijnath,21276,India,auto_econom,0,1,0,,0
Cáchira,23011,Colombia,auto_econom,0,13,0,,0
Padcaya,6861,Bolivia,auto_econom,0,6,0,,0
Chichawatni,23616,Pakistan,auto_econom,0,17,0,,0
Chiquinquirá,5120,Colombia,auto_econom,0,13,0,,0
Pedernales,4463,Ecuador,auto_econom,0,17,0,,0
Taminango,23205,Colombia,auto_econom,0,13,0,,0
Tiquisate,7845,Guatemala,auto_econom,0,1,0,,0
Lapa,22023,Brazil,auto_econom,0,13,0,,0
Tandlianwala,23525,Pakistan,auto_econom,0,5,0,,0
La Jagua de Ibirico,7512,Colombia,auto_econom,0,13,0,,0
Goiana,32154,Brazil,auto_econom,0,13,0,,0
Таукент,4853,Казахстан,auto_econom,0,1,0,,0
Balfour,9697,South Africa,auto_econom,0,31,0,,0
Nerópolis,22138,Brazil,auto_econom,0,13,0,,0
Rita,7595,Costa Rica,auto_econom,0,58,0,,0
Valdivia,23073,Colombia,auto_econom,0,13,0,,0
Bochalema,22845,Colombia,auto_econom,0,13,0,,0
Paraibuna,38244,Brazil,auto_econom,0,13,0,,0
Xépôn,8659,Laos,auto_econom,0,1,0,,0
Fundão,32405,Brazil,auto_econom,0,13,0,,0
Urrao,23376,Colombia,auto_econom,0,13,0,,0
Ghotki,23567,Pakistan,auto_econom,0,1,0,,0
Chinchiná,5125,Colombia,auto_econom,0,13,0,,0
Temax,6938,Mexico,auto_econom,0,13,0,,0
Alta Floresta,21502,Brazil,auto_econom,0,13,0,,0
Bellavista,19951,Peru,auto_econom,0,4,0,,0
Campo Maior,21675,Brazil,auto_econom,0,13,0,,0
Макинка,6498,Казахстан,auto_econom,0,1,0,,0
Stutterheim,11380,South Africa,auto_econom,0,1,0,,0
Ventaquemada,23126,Colombia,auto_econom,0,14,0,,0
Mazamari,19931,Peru,auto_econom,0,5,0,,0
Suratá,22692,Colombia,auto_econom,0,14,0,,0
Владимировка,6014,Казахстан,auto_econom,0,5,0,,0
Новоямышево,6313,Казахстан,auto_econom,0,1,0,,0
San Diego,23189,Colombia,auto_econom,0,14,0,,0
Pameungpeuk,7150,Indonesia,auto_econom,0,1,0,,0
Muradabad,16405,India,auto_econom,0,3,0,,0
Três Corações,22532,Brazil,moto_econom,0,5,0,,0
Кант,4869,Кыргызстан,auto_econom,0,31,0,,0
Maitengwe,12733,Botswana,auto_econom,0,2,0,,0
Engcobo,38810,South Africa,auto_econom,0,3,0,,0
Талап,31738,Казахстан,auto_econom,0,2,0,,0
San Jerónimo de Tunán,19953,Peru,auto_econom,0,2,0,,0
Tlahuapan,24886,Mexico,auto_econom,0,14,0,,0
Santa Juana,31920,Chile,auto_econom,0,8,0,,0
Aracataca,6530,Colombia,auto_econom,0,14,0,,0
Tulancingo de Bravo,8110,Mexico,auto_econom,0,14,0,,0
Cantagallo,22897,Colombia,auto_econom,0,14,0,,0
Caracolí,22840,Colombia,auto_econom,0,14,0,,0
Puerto Colombia,42840,Colombia,auto_econom,0,14,0,,0
Palmira de Carrillo,7580,Costa Rica,auto_econom,0,1,0,,0
Rio Branco do Sul,22328,Brazil,auto_econom,0,14,0,,0
Lahore,5388,Pakistan,ct_courier_moto_car_icon,0,3,0,,0
Алгабас (Павлодарская область),3993,Казахстан,auto_econom,0,27,0,,0
Ilha de Itaparica,32158,Brazil,auto_econom,0,14,0,,0
Piúma,32228,Brazil,auto_econom,0,14,0,,0
Suesca,23120,Colombia,auto_econom,0,14,0,,0
Nextlalpan,43269,Mexico,auto_econom,0,14,0,,0
Phanom Sarakham,33316,Thailand,Moto (Win),0,2,0,,0
Concepción,22796,Colombia,auto_econom,0,14,0,,0
Aquiraz,21527,Brazil,auto_econom,0,14,0,,0
San Estanislao,23312,Colombia,auto_econom,0,14,0,,0
Serra Negra,22480,Brazil,auto_econom,0,14,0,,0
Mumbai,5243,India,auto_econom,0,3,0,,0
Adamantina,21477,Brazil,auto_econom,0,14,0,,0
Angostura,24249,Mexico,auto_econom,0,14,0,,0
Сарыбай би,31771,Казахстан,auto_econom,0,1,0,,0
Campo Bom,21673,Brazil,auto_econom,0,14,0,,0
Julimes,24012,Mexico,auto_econom,0,14,0,,0
Bacalar,24486,Mexico,auto_econom,0,14,0,,0
Chambo,4664,Ecuador,auto_econom,0,87,0,,0
Cayaltí,19950,Peru,auto_econom,0,52,0,,0
Amalfi,23246,Colombia,auto_econom,0,14,0,,0
San Juan Nepomuceno,19848,Colombia,auto_econom,0,15,0,,0
Rio Brilhante,22329,Brazil,auto_econom,0,15,0,,0
Бозшаколь,32839,Казахстан,auto_econom,0,2,0,,0
Punta Alta,7306,Argentina,auto_econom_with_pet,0,1,0,,0
Fonseca,7513,Colombia,auto_econom,0,15,0,,0
Ncolora,38322,South Africa,auto_econom,0,1,0,,0
Metro Manila,5421,Philippines,6-seater Philippines,0,79539,0,,0
Xanxerê,22588,Brazil,auto_econom,0,15,0,,0
Аманбаево,32087,Кыргызстан,auto_econom,0,1,0,,0
Rabwah,23556,Pakistan,auto_econom,0,14,0,,0
Kencong,7091,Indonesia,auto_econom,0,1,0,,0
Balao,4617,Ecuador,auto_econom,0,3,0,,0
Pano Aqil,23589,Pakistan,auto_econom,0,1,0,,0
Уральск,238,Казахстан,auto_econom_karaganda,0,1,0,,0
Magangué,4585,Colombia,auto_econom,0,15,0,,0
Riosucio,5123,Colombia,auto_econom,0,15,0,,0
Ивано-Франковск,19720,Украина,auto_econom_Ukraine,0,3,0,,0
Ilo,6125,Peru,auto_econom,0,9800,0,,0
Don Matias,25159,Colombia,auto_econom,0,15,0,,0
Heroica Ciudad de Huajuapan de León,5284,Mexico,auto_econom,0,15,0,,0
Parras de la Fuente,24871,Mexico,auto_econom,0,15,0,,0
Aguas Zarcas,7722,Costa Rica,auto_econom,0,9,0,,0
Jarinu,21992,Brazil,auto_econom,0,15,0,,0
Ruiz,24766,Mexico,auto_econom,0,15,0,,0
Warangal,5253,India,auto_econom,0,4,0,,0
Chichica,8168,Panama,auto_econom,0,4,0,,0
Trat,33189,Thailand,Nearby Car (All),0,3,0,,0
La Mesa,23322,Colombia,auto_econom,0,15,0,,0
Барак батыра (Дарственное),6811,Казахстан,auto_econom,0,1,0,,0
Santa Rosa del Sur,7488,Colombia,auto_econom,0,15,0,,0
Granada,5160,Colombia,auto_econom,0,15,0,,0
Баянаул,873,Казахстан,auto_econom,0,12,0,,0
Rembang,21364,Indonesia,auto_econom,0,5,0,,0
Pangkal Pinang,5655,Indonesia,auto_econom,0,1,0,,0
Темир-Канат,43019,Кыргызстан,auto_econom,0,1,0,,0
Puerto Parra,22643,Colombia,auto_econom,0,15,0,,0
Oiba,23049,Colombia,auto_econom,0,15,0,,0
Rio Preto da Eva,22338,Brazil,auto_econom,0,15,0,,0
Cerro Punta,6254,Panama,auto_econom,0,8,0,,0
Tona,22863,Colombia,auto_econom,0,15,0,,0
Семей,228,Казахстан,auto_econom_wheelchair,0,1,0,,0
Хромтау,218,Казахстан,auto_econom,0,872,0,,0
Las tablas,6243,Panama,auto_econom,0,47,0,,0
San Francisco Gotera,7746,El Salvador,auto_econom,0,9,0,,0
Linares,6154,Chile,auto_econom,0,48,0,,0
Nacaome,8008,Honduras,auto_econom,0,14,0,,0
San Vicente,23309,Colombia,auto_econom,0,15,0,,0
Doñihue,31842,Chile,auto_econom,0,1,0,,0
Караколь,23857,Казахстан,auto_econom,0,1,0,,0
Vryheid,4570,South Africa,auto_econom,0,1,0,,0
Gujranwala,5386,Pakistan,auto_econom,0,3,0,,0
Valentim Gentil,38265,Brazil,auto_econom,0,15,0,,0
Piojó,22761,Colombia,auto_econom,0,15,0,,0
Sukawening,21362,Indonesia,auto_econom,0,46,0,,0
Mira,4685,Ecuador,auto_econom,0,2,0,,0
San Nicolás de los Arroyos,7326,Argentina,auto_econom_with_pet,0,1,0,,0
Miranda,22102,Brazil,auto_econom,0,15,0,,0
Cox`s Bazar,5717,Bangladesh,auto_econom,0,1,0,,0
Lebotlwane,38759,South Africa,auto_econom,0,2,0,,0
Шелек,3856,Казахстан,auto_econom,0,10,0,,0
Canguaretama,21691,Brazil,auto_econom,0,15,0,,0
Ciénaga,4579,Colombia,moto_econom,0,6,0.179,1.146,0
Yuscarán,7981,Honduras,auto_econom,0,5,0,,0
San Pablo Jocopilas,7806,Guatemala,auto_econom,0,1,0,,0
Gilgit,42754,Pakistan,auto_econom,0,8,0,,0
Retiro,31906,Chile,auto_econom,0,2,0,,0
Thummalamenta,17617,India,auto_econom,0,1,0,,0
Tingo María,9094,Peru,mototaxi,0,1,0,,0
Murbad,16408,India,auto_econom,0,1,0,,0
Seropédica,22478,Brazil,auto_econom,0,16,0.333,1.064,0
Cali,4255,Colombia,auto_econom_nocomment,0,6,0,,0
Catanduva,7387,Brazil,auto_econom,0,16,0.047,1.096,0
Clanwilliam,39741,South Africa,auto_econom,0,2,0,,0
Ben Guerir (ابن جرير),9845,Morocco,auto_econom_dublicate,0,350,0,,0
Zacatecoluca,6097,El Salvador,auto_econom,0,122,0,,0
Огневка,23875,Казахстан,auto_econom,0,1,0,,0
Chanthaburi,33186,Thailand,Nearby Car (All),0,2,0,,0
San Antero,6548,Colombia,auto_econom,0,16,0,,0
Potosí,23099,Colombia,auto_econom,0,16,0,,0
Facatativá,5143,Colombia,moto_econom,0,6,0,,0
Bhakkar,23609,Pakistan,auto_econom,0,1,0,,0
Kulpahar,15979,India,auto_econom,0,1,0,,0
Маканчи,3935,Казахстан,auto_econom,0,1,0,,0
Las Cruces,31859,Chile,auto_econom,0,4,0,,0
Рыспай,19616,Казахстан,auto_econom,0,1,0,,0
Mosqueiro,32177,Brazil,auto_econom,0,16,0,,0
San Juan del Cesar,4591,Colombia,auto_econom,0,16,0,,0
Tumaco,5161,Colombia,auto_econom,0,16,0,,0
Pueblo Bello,23162,Colombia,auto_econom,0,16,0,,0
Сатпаев,247,Казахстан,auto_econom_karaganda,0,2,0,,0
Beni Aziz ( بني عزيز ),9854,Algeria,auto_econom,0,2,0,,0
Tibú,23342,Colombia,auto_econom,0,16,0,,0
Пресновка,813,Казахстан,auto_econom,0,1,0,,0
Presidente Epitácio,22298,Brazil,auto_econom,0,16,0,,0
Resplendor,32295,Brazil,auto_econom,0,16,0,,0
Ko Samui,7200,Thailand,Taxi Thailand Ko Samui,0,10,0,,0
Surubim,22498,Brazil,auto_econom,0,16,0,,0
San Pedro,9092,Argentina,auto_econom_with_pet,0,1,0,,0
Colipa,24073,Mexico,auto_econom,0,16,0,,0
Puerto Berrío,6547,Colombia,auto_econom,0,16,0,,0
Canaã dos Carajás,21683,Brazil,auto_econom,0,16,0,,0
Pivijay,7495,Colombia,auto_econom,0,16,0,,0
Bangkok & Vicinity,850,Thailand,inRush,0,1,0,,0
Puerto angel,24067,Mexico,auto_econom,0,16,0,,0
Anorí,23158,Colombia,auto_econom,0,16,0,,0
Salamina,22925,Colombia,auto_econom,0,16,0,,0
Shikarpur,23645,Pakistan,auto_econom,0,3,0,,0
Presa Allende,23928,Mexico,auto_econom,0,16,0,,0
Danlí,8023,Honduras,auto_econom,0,13,0,,0
Dabou,10317,Côte d'Ivoire,auto_econom,0,1,0,,0
Puerto Escondido,24833,Mexico,auto_econom,0,16,0,,0
Ciudad Guzman,5294,Mexico,auto_econom,0,16,0,,0
Llallagua,6853,Bolivia,auto_econom,0,3,0,,0
Отар (Жамбыльская область),4052,Казахстан,auto_econom,0,3,0,,0
Tierralta,5133,Colombia,auto_econom,0,16,0,,0
Puerto Lempira,8006,Honduras,auto_econom,0,1,0,,0
Shorkot,23606,Pakistan,auto_econom,0,16,0,,0
Arapiraca,4522,Brazil,auto_econom,0,17,0.065,1.096,0
Campos dos Goytacazes,4164,Brazil,auto_econom,0,17,0.048,1.032,0
Jagner,15409,India,auto_econom,0,1,0,,0
Phrae,33214,Thailand,Nearby Car (All),0,2,0,,0
Puerto Gaitán,7493,Colombia,auto_econom,0,17,0,,0
Таскескен,3941,Казахстан,auto_econom,0,2,0,,0
Достык,4022,Казахстан,auto_econom,0,1,0,,0
Шарбакты ( Щербакты ),4036,Казахстан,auto_econom,0,1,0,,0
Sedrata,11164,Algeria,auto_econom,0,1,0,,0
Mateus Leme,22080,Brazil,auto_econom,0,17,0,,0
Милянфан,32041,Кыргызстан,auto_econom,0,2,0,,0
Ksar Hellal (قصر هلال),12504,Tunisia,auto_econom_tunis,0,2,0,,0
Samarinda,5634,Indonesia,moto_econom,0,17,0,,0
Honda,7502,Colombia,auto_econom,0,17,0,,0
Mwanza,826,Tanzania,auto_econom,0,3,0,,0
Coxcatlan,24711,Mexico,auto_econom,0,17,0,,0
Teoloyucan,43277,Mexico,auto_econom,0,17,0,,0
Bolívar,4688,Ecuador,auto_econom,0,6,0,,0
Cianorte,21734,Brazil,auto_econom,0,17,0,,0
Giyani,39134,South Africa,auto_econom,0,2,0,,0
Sasaima,22991,Colombia,auto_econom,0,17,0,,0
Aba,5477,Nigeria,auto_econom,0,1,0,,0
Ciénaga de Oro,5138,Colombia,auto_econom,0,17,0,,0
General Francisco R Murguia,24759,Mexico,auto_econom,0,17,0,,0
Жамбыл (Алматинская область),31775,Казахстан,auto_econom,0,3,0,,0
El Salvador,24098,Mexico,auto_econom,0,17,0,,0
Бестобе,3927,Казахстан,auto_econom,0,9,0,,0
Upala,7714,Costa Rica,auto_econom,0,4,0,,0
Tajerouine (تاجروين),11427,Tunisia,auto_econom_tunis,0,1,0,,0
Maule,31875,Chile,auto_econom,0,33,0,,0
Irati,21926,Brazil,auto_econom,0,17,0,,0
Fredonia,23287,Colombia,auto_econom,0,17,0,,0
Goianápolis,32569,Brazil,auto_econom,0,17,0,,0
Предгорное,19612,Казахстан,auto_econom,0,4,0,,0
Dina,23546,Pakistan,auto_econom,0,27,0,,0
Cojumatlan de Regules,24459,Mexico,auto_econom,0,17,0,,0
Saldanha,4810,South Africa,auto_econom,0,3,0,,0
El Colegio,42781,Colombia,auto_econom,0,17,0,,0
Calkini,24593,Mexico,auto_econom,0,17,0,,0
Kullu,15977,India,auto_econom,0,1,0,,0
Willowvale,38493,South Africa,auto_econom,0,3,0,,0
Portão,22283,Brazil,auto_econom,0,17,0,,0
Rosas,23050,Colombia,auto_econom,0,17,0,,0
Lircay,19966,Peru,auto_econom,0,4,0,,0
Costa do Sauípe,32635,Brazil,auto_econom,0,17,0,,0
Arandas,5295,Mexico,auto_econom,0,18,0,,0
Pekan Bahapal,7132,Indonesia,auto_econom,0,13,0,,0
La Vega,23098,Colombia,auto_econom,0,18,0,,0
Oodi,13462,Botswana,auto_econom,0,31,0,,0
Tamandaré,32224,Brazil,auto_econom,0,18,0,,0
Bou Salem (بوسالم),10023,Tunisia,auto_econom_tunis,0,1,0,,0
Limones,6266,Panama,auto_econom,0,2,0,,0
Ekpoma,10574,Nigeria,auto_econom,0,1,0,,0
María La Baja,7492,Colombia,auto_econom,0,18,0,,0
Careiro da Várzea,21713,Brazil,auto_econom,0,18,0,,0
Poncitlan,24965,Mexico,auto_econom,0,18,0,,0
Секисовка,6449,Казахстан,auto_econom,0,2,0,,0
Palenque,4640,Ecuador,auto_econom,0,3,0,,0
Johannesburg,4299,South Africa,auto_econom_without_option_4_pass,0,2,0,,0
Tequila,24931,Mexico,auto_econom,0,18,0,,0
Ляхов,21468,Казахстан,auto_econom_karaganda,0,2,0,,0
Agustín Codazzi,7517,Colombia,auto_econom,0,18,0,,0
Ahuacatlan,24603,Mexico,auto_econom,0,18,0,,0
San Juan,6605,Argentina,auto_econom_with_pet,0,1,0,,0
Kendari,5648,Indonesia,moto_econom,0,2,0,,0
Bahawalnagar,23642,Pakistan,auto_econom,0,3,0,,0
Cajicá,5150,Colombia,auto_econom,0,18,0,,0
Guaratinguetá,19823,Brazil,moto_econom,0,6,0,,0
Palmeira,22188,Brazil,auto_econom,0,18,0,,0
São Sebastião do Caí,22464,Brazil,auto_econom,0,18,0,,0
Penápolis,22233,Brazil,auto_econom,0,18,0,,0
Dasuya,14832,India,auto_econom,0,1,0,,0
Ильичевка,25623,Казахстан,auto_econom,0,1,0,,0
Alaska,43465,Zimbabwe,auto_econom,0,1,0,,0
Marechal Deodoro,22072,Brazil,auto_econom,0,18,0,,0
Ban San,33262,Thailand,Moto (Win),0,1,0,,0
Dias d'Ávila,21794,Brazil,auto_econom,0,18,0,,0
Vikasnagar,17820,India,auto_econom,0,1,0,,0
Cepitá,22670,Colombia,auto_econom,0,18,0,,0
Nicolás Romero,43270,Mexico,auto_econom,0,18,0,,0
Purworejo,21370,Indonesia,auto_econom,0,2,0,,0
Шалкар (Западно-Казахстанская область),6311,Казахстан,auto_econom,0,1,0,,0
Camilo Ponce Enríquez,4658,Ecuador,auto_econom,0,15,0,,0
Sidi Ladjel,11284,Algeria,auto_econom,0,1,0,,0
El Tambo,23361,Colombia,auto_econom,0,18,0,,0
Longaví,31870,Chile,auto_econom,0,5,0,,0
Балтабай,6806,Казахстан,auto_econom,0,10,0,,0
Pirapozinho,22258,Brazil,auto_econom,0,18,0,,0
Kaman,15613,India,auto_econom,0,1,0,,0
Fatuha,15065,India,auto_econom,0,1,0,,0
Huai Mek,33325,Thailand,Nearby Car (All),0,1,0,,0
Cumandá,4622,Ecuador,auto_econom,0,10,0,,0
Темир,4087,Казахстан,auto_econom,0,1,0,,0
Доскей,3841,Казахстан,auto_econom,0,4,0,,0
Araranguá,21540,Brazil,auto_econom,0,18,0,,0
Colimes,4645,Ecuador,auto_econom,0,2,0,,0
Extrema,21824,Brazil,auto_econom,0,18,0,,0
Muna,24517,Mexico,auto_econom,0,18,0,,0
Zarumilla,31794,Peru,auto_econom,0,8,0,,0
Sacalum,24213,Mexico,auto_econom,0,18,0,,0
Balsa Nova,43648,Brazil,auto_econom,0,18,0,,0
Nurmahal,16629,India,auto_econom,0,1,0,,0
Батырбек,23835,Казахстан,auto_econom,0,1,0,,0
Серебрянск,229,Казахстан,auto_econom,0,7,0,,0
Florencia,5126,Colombia,auto_econom,0,19,0.125,1.213,0
Tumbes,5616,Peru,Trimoto,0,1,0,,0
Palangkaraya,7073,Indonesia,moto_econom,0,17,0,,0
Шубаркудук,217,Казахстан,auto_econom,0,1,0,,0
Dois Vizinhos,21796,Brazil,auto_econom,0,19,0,,0
Itatiaiuçu,43641,Brazil,auto_econom,0,19,0,,0
Mollendo,19903,Peru,auto_econom,0,869,0,,0
São José do Rio Pardo,22440,Brazil,auto_econom,0,19,0,,0
Maracaí,32461,Brazil,auto_econom,0,19,0,,0
Ouazzane (وزان‎),13502,Morocco,auto_econom_dublicate,0,32,0,,0
Ahualulco,24208,Mexico,auto_econom,0,19,0,,0
Potrerillos,8005,Honduras,auto_econom,0,14,0,,0
Tunja,5117,Colombia,moto_econom,1,7,0.08,1.129,0.143
Zona Bananera,5157,Colombia,auto_econom,0,19,0,,0
Jose Cardel,24701,Mexico,auto_econom,0,19,0,,0
Patía,23266,Colombia,auto_econom,0,19,0,,0
La Dorada,5122,Colombia,auto_econom,0,19,0,,0
Xico,31798,Mexico,auto_econom,0,19,0,,0
Arapiraca,4522,Brazil,moto_econom,0,7,0,,0
Palapye,13545,Botswana,auto_econom,0,40,0,,0
El Negrito,7994,Honduras,auto_econom,0,6,0,,0
Jiquilisco,7757,El Salvador,auto_econom,0,10,0,,0
