city,city_id,country,type_name,rides_badbid_cnt,rides_cnt,badbids_share,badbid_ratio_avg,rides_at_risk
Viçosa,42863,Brazil,auto_econom,0,2,0,,0
Serowe,11205,Botswana,auto_econom,0,24,0,,0
Calvillo,24715,Mexico,auto_econom,0,2,0,,0
Catacaos,31792,Peru,auto_econom,0,113,0,,0
Berkane (بركان),9874,Morocco,auto_econom_dublicate,0,224,0,,0
Lautaro,7466,Chile,auto_econom,0,42,0,,0
Bermejo,6860,Bolivia,auto_econom,0,1,0,,0
Luang Namtha,8635,Laos,auto_econom,0,10,0,,0
San Luis,23247,Colombia,auto_econom,0,2,0,,0
Ciudad del Maiz,24848,Mexico,auto_econom,0,2,0,,0
Алга,214,Казахстан,auto_econom,0,29,0,,0
Ocho Rios,8063,Jamaica,auto_econom,0,123,0,,0
Lagoa Grande,22017,Brazil,auto_econom,0,2,0,,0
Quixadá,22311,Brazil,auto_econom,0,2,0,,0
Muelle de los Bueyes,8116,Nicaragua,moto_econom,0,1,0.5,1.02,0
Siguatepeque,8021,Honduras,auto_econom,0,49,0,,0
Tupã,22543,Brazil,auto_econom,0,2,0,,0
Choluteca,8024,Honduras,auto_econom,0,14,0,,0
Pouso Redondo,43627,Brazil,auto_econom,0,2,0,,0
Tibau do Sul,32585,Brazil,auto_econom,0,2,0,,0
San Carlos,23951,Mexico,auto_econom,0,2,0,,0
Acuitzio,24462,Mexico,auto_econom,0,2,0,,0
Alto Paraíso de Goiás,32594,Brazil,auto_econom,0,2,0,,0
Butuan,5407,Philippines,order_title_ride_philippines,0,11,0,,0
Guisser (كيسر),25396,Morocco,auto_econom_dublicate,0,43,0,,0
Ko Samui,7200,Thailand,Moto (Win),0,9,0,,0
Tonpheung,8638,Laos,auto_econom,0,26,0,,0
Кременчуг,19721,Украина,auto_econom,0,38,0,,0
Dullewala,23555,Pakistan,auto_econom,0,20,0,,0
Актобе,213,Казахстан,auto_econom_wheelchair,0,3,0,,0
Bayaguana,7645,Dominican Republic,auto_econom,0,13,0,,0
Ndola,5470,Zambia,auto_econom,0,3,0,,0
Ocamonte,22759,Colombia,auto_econom,0,2,0,,0
Daule,4389,Ecuador,auto_econom,0,116,0,,0
Otumba,43272,Mexico,auto_econom,0,2,0,,0
Hualqui,7461,Chile,auto_econom,0,11,0,,0
Chiquimulilla,7817,Guatemala,auto_econom,0,16,0,,0
Machetá,22852,Colombia,auto_econom,0,2,0,,0
Ibirama,32215,Brazil,auto_econom,0,2,0,,0
Januária,21988,Brazil,auto_econom,0,2,0,,0
Жемисти,6051,Казахстан,auto_econom,0,2,0,,0
Caluma,4642,Ecuador,auto_econom,0,6,0,,0
Canelinha,42890,Brazil,auto_econom,0,2,0,,0
Tecolotlan,24644,Mexico,auto_econom,0,2,0,,0
Tlayacapan,24642,Mexico,auto_econom,0,2,0,,0
Kundian,23521,Pakistan,auto_econom,0,10,0,,0
Encruzilhada do Sul,21809,Brazil,auto_econom,0,2,0,,0
Klerksdorp,4308,South Africa,auto_econom,0,11,0,,0
Дардамты,25637,Казахстан,auto_econom,0,1,0,,0
Cáceres,23285,Colombia,auto_econom,0,2,0,,0
Mvuma,43454,Zimbabwe,auto_econom,0,17,0,,0
Mulchén,7464,Chile,auto_econom,0,1,0,,0
Izalco,6106,El Salvador,auto_econom,0,49,0,,0
Bolívar,23298,Colombia,auto_econom,0,2,0,,0
Tonila,24375,Mexico,auto_econom,0,2,0,,0
Quetta,5447,Pakistan,Ride A/C,0,1,0,,0
Bhalwal,23604,Pakistan,auto_econom,0,21,0,,0
Tulsipur,5964,Nepal,moto_econom,0,17,0.347,1.144,0
Guelmim (ڭلميم),10946,Morocco,auto_econom_dublicate,0,29,0,,0
Chichigalpa,8157,Nicaragua,moto_econom,0,2,0.333,1.211,0
Орловка,31994,Кыргызстан,auto_econom,0,2,0,,0
Paciran,7099,Indonesia,auto_econom,0,6,0,,0
El Viejo,8160,Nicaragua,moto_econom,0,1,0.333,1.194,0
Sotuta,24409,Mexico,auto_econom,0,2,0,,0
Santiago Tianguistenco de Galeana,24535,Mexico,auto_econom,0,2,0,,0
Mian Channu,23607,Pakistan,auto_econom,0,22,0,,0
Аккум,31327,Казахстан,auto_econom,0,1,0,,0
Zaragoza,23357,Colombia,auto_econom,0,2,0,,0
Masagua,7805,Guatemala,auto_econom,0,16,0,,0
Bacolod,5427,Philippines,Taxi (Beta) Philippines,0,34,0,,0
Coyaima,23334,Colombia,auto_econom,0,2,0,,0
Boujad (بجعد),10036,Morocco,auto_econom_dublicate,0,93,0,,0
Pucará,4734,Ecuador,auto_econom,0,2,0,,0
Ksar el-Kebir (القصر الكبير),12503,Morocco,auto_econom_dublicate,0,72,0,,0
Archidona,4653,Ecuador,auto_econom,0,1,0,,0
Molagavita,22789,Colombia,auto_econom,0,2,0,,0
Mochudi,13059,Botswana,auto_econom,0,112,0,,0
Украинка,26876,Казахстан,auto_econom,0,2,0,,0
Timbaúba,22520,Brazil,auto_econom,0,2,0,,0
Quillabamba,19901,Peru,auto_econom,0,6,0,,0
Quintana Roo,23934,Mexico,auto_econom,0,2,0,,0
Al-Tur,42915,Egypt,auto_econom,0,41,0,,0
Таскала,4358,Казахстан,auto_econom,0,39,0,,0
Jhang,5442,Pakistan,auto_econom,0,60,0,,0
San Marcos,19860,Guatemala,auto_econom,0,14,0,,0
Jaraguá,21989,Brazil,auto_econom,0,2,0,,0
Xayphouthong,8657,Laos,auto_econom,0,7,0,,0
Chapab,24107,Mexico,auto_econom,0,2,0,,0
San Salvador Atenco,24596,Mexico,auto_econom,0,2,0,,0
Quellón,31899,Chile,auto_econom,0,11,0,,0
Viet Tri,5773,Vietnam,6-seater,0,2,0.3,1.172,0
Coimbatore,6392,India,moto_econom,0,2,0.3,1.149,0
La Ribera - Punta Colorada,43299,Mexico,auto_econom,0,2,0,,0
Pueblorrico,23022,Colombia,auto_econom,0,2,0,,0
Buenavista,22950,Colombia,auto_econom,0,2,0,,0
Rayong,7193,Thailand,Nearby Car (All),0,71,0,,0
Pichilemu,31888,Chile,auto_econom,0,17,0,,0
Акылбай,26858,Казахстан,auto_econom,0,12,0,,0
San Vicente Tancuayalab,24595,Mexico,auto_econom,0,2,0,,0
Limón,7613,Costa Rica,auto_econom,0,15,0,,0
Енбекшил,23846,Казахстан,auto_econom,0,2,0,,0
Salamanca,31911,Chile,auto_econom,0,9,0,,0
Belyounech (بليونش),43224,Morocco,auto_econom_dublicate,0,19,0,,0
San Juan de Marcona,19928,Peru,auto_econom,0,31,0,,0
Ceres,10199,South Africa,auto_econom,0,22,0,,0
Betulia,23201,Colombia,auto_econom,0,2,0,,0
San Pablo,42799,Colombia,auto_econom,0,2,0,,0
Marilac,43564,Brazil,auto_econom,0,2,0,,0
Кентау,272,Казахстан,auto_econom,0,629,0,,0
Sidi Hajjaj (سيدي حجاج),25256,Morocco,auto_econom_dublicate,0,6,0,,0
Sébaco,8150,Nicaragua,moto_econom,0,16,0.264,1.091,0
Alvinópolis,32454,Brazil,auto_econom,0,2,0,,0
Pojuca,22272,Brazil,auto_econom,0,2,0,,0
Alfenas,21498,Brazil,auto_econom,0,2,0,,0
Бескарагай,4009,Казахстан,auto_econom,0,4,0,,0
Lucas do Rio Verde,22039,Brazil,auto_econom,0,2,0,,0
Guercif (جرسيف),10951,Morocco,auto_econom_dublicate,0,4,0,,0
Águas de Lindóia,32206,Brazil,auto_econom,0,2,0,,0
Tumán,19904,Peru,auto_econom,0,2,0,,0
Jalpan de Serra,24483,Mexico,auto_econom,0,2,0,,0
Midelt (ميدلت),13009,Morocco,auto_econom_dublicate,0,3,0,,0
Акыртобе,7012,Казахстан,auto_econom,0,4,0,,0
Naviraí,22134,Brazil,auto_econom,0,2,0,,0
Nechí,22996,Colombia,auto_econom,0,2,0,,0
Villa Bisonó,7656,Dominican Republic,auto_econom,0,26,0,,0
Agua Branca,25037,Brazil,auto_econom,0,2,0,,0
Patzún,7841,Guatemala,auto_econom,0,5,0,,0
Tabacundo,4612,Ecuador,auto_econom,0,17,0,,0
Bouarouss (بوعروس),25485,Morocco,auto_econom_dublicate,0,9,0,,0
São Miguel,22450,Brazil,auto_econom,0,2,0,,0
Жаркент,171,Казахстан,auto_econom,0,8,0,,0
Кайрат,4139,Казахстан,auto_econom,0,11,0,,0
Кемин,21252,Кыргызстан,auto_econom,0,1,0,,0
Canoas,7594,Costa Rica,auto_econom,0,2,0,,0
Чарск (Шар),23888,Казахстан,auto_econom,0,5,0,,0
Lamphun,20478,Thailand,Nearby Car (All),0,20,0,,0
Hujra Shah Muqeem,23568,Pakistan,moto_econom,0,1,0.227,1.222,0
Sid L'Mokhtar (سيدي المختار),25269,Morocco,auto_econom_dublicate,0,11,0,,0
Jaral del Progreso,24723,Mexico,auto_econom,0,2,0,,0
Жымпиты,3947,Казахстан,auto_econom,0,5,0,,0
Ospina,22916,Colombia,auto_econom,0,2,0,,0
Мерей,6500,Казахстан,auto_econom,0,16,0,,0
Areia,21546,Brazil,auto_econom,0,2,0,,0
Kasane,12213,Botswana,auto_econom,0,7,0,,0
Чулаккурган (Шолаккорган),4010,Казахстан,auto_econom,0,25,0,,0
Saïdia (السعيدية),43228,Morocco,auto_econom_dublicate,0,11,0,,0
Juanjuí,19892,Peru,auto_econom,0,7,0,,0
Azilal (أزيلال),9634,Morocco,auto_econom_dublicate,0,2,0,,0
Сенкибай,31754,Казахстан,auto_econom,0,3,0,,0
Baraúna,21566,Brazil,auto_econom,0,3,0.4,1.139,0
Shakawe,11222,Botswana,auto_econom,0,4,0,,0
Morrinhos,22125,Brazil,auto_econom,0,3,0.222,1.431,0
Guamote,4692,Ecuador,auto_econom,0,7,0,,0
Ban Mueang Na Tai,32856,Thailand,Nearby Car (All),0,1,0,,0
Lqliaa (القليعة),25229,Morocco,auto_econom_dublicate,0,88,0,,0
Segamat,7167,Malaysia,auto_econom,0,76,0,,0
Ait Amira (آيت عميرة),25230,Morocco,auto_econom_dublicate,0,28,0,,0
Itajaí,4558,Brazil,intercity_buses,0,1,0,,0
Cartagena,31818,Chile,auto_econom,0,94,0,,0
Quinindé,4445,Ecuador,auto_econom,0,14,0,,0
Mazapil,24616,Mexico,auto_econom,0,3,0,,0
Corinto,23286,Colombia,auto_econom,0,3,0,,0
Barão de Cocais,21565,Brazil,auto_econom,0,3,0,,0
Nicoya,7605,Costa Rica,auto_econom,0,10,0,,0
Momil,23125,Colombia,auto_econom,0,3,0,,0
Santiago de María,7743,El Salvador,auto_econom,0,29,0,,0
Sapé,22468,Brazil,auto_econom,0,3,0,,0
Villa El Carmen,8118,Nicaragua,moto_econom,0,8,0.194,1.101,0
Atiquizaya,7758,El Salvador,auto_econom,0,46,0,,0
Кайназар,31769,Казахстан,auto_econom,0,5,0,,0
Labuan,7043,Indonesia,auto_econom,0,2,0,,0
Moulay Bouchta (مولاي بوشتى),25478,Morocco,auto_econom_dublicate,0,32,0,,0
Jerada (جْرادة),12050,Morocco,auto_econom_dublicate,0,21,0,,0
Караозек,31315,Казахстан,auto_econom,0,19,0,,0
Sant Katrin,42921,Egypt,auto_econom,0,4,0,,0
Porto Real,32455,Brazil,auto_econom,0,3,0,,0
Алтайка,19580,Казахстан,auto_econom,0,1,0,,0
Juan Viñas,7577,Costa Rica,auto_econom,0,19,0,,0
Mae Sot,33204,Thailand,Nearby Car (All),0,5,0,,0
La Plata,6572,Argentina,moto_econom,0,6,0.17,1.237,0
Aratoca,22949,Colombia,auto_econom,0,3,0,,0
Marchouch (مرشوش),25505,Morocco,auto_econom_dublicate,0,53,0,,0
San Jacinto / San Clemente,43409,Ecuador,auto_econom,0,4,0,,0
Urcuquí,4680,Ecuador,auto_econom,0,4,0,,0
Santa Cruz del Seibo,31801,Dominican Republic,auto_econom,0,8,0,,0
Chimá,23109,Colombia,auto_econom,0,3,0,,0
Айет (село Тарановское),4012,Казахстан,auto_econom,0,12,0,,0
Cafelândia,43650,Brazil,auto_econom,0,3,0,,0
San Miguel,22646,Colombia,auto_econom,0,3,0,,0
Рабат,6983,Казахстан,auto_econom,0,1,0,,0
Sandoná,23310,Colombia,auto_econom,0,3,0,,0
Penipe,4728,Ecuador,auto_econom,0,4,0,,0
Gulbarga,6470,India,auto_econom,0,1,0,,0
Libres,24849,Mexico,auto_econom,0,3,0,,0
Medellin,4242,Colombia,auto_econom_nocomment,0,1,0,,0
Jambi,5677,Indonesia,moto_econom,0,14,0.158,1.328,0
Pailitas,6546,Colombia,auto_econom,0,3,0,,0
Araçoiaba da Serra,21531,Brazil,auto_econom,0,3,0,,0
Reserva,22320,Brazil,auto_econom,0,3,0,,0
Mojokerto,5675,Indonesia,6-seater XL,0,26,0.148,1.158,0
Ipauçu,32525,Brazil,auto_econom,0,3,0,,0
урочище Бектау-Ата,26306,Казахстан,auto_econom,0,12,0,,0
Laranjeiras do Sul,22027,Brazil,auto_econom,0,3,0,,0
Cruz das Almas,21779,Brazil,auto_econom,0,3,0,,0
Piên,42905,Brazil,auto_econom,0,3,0,,0
Diriamba,8158,Nicaragua,moto_econom,0,10,0.143,1.15,0
Mechra Bel Ksiri (مشرع بلقصيري),12945,Morocco,auto_econom_dublicate,0,27,0,,0
Goiabeira,43614,Brazil,auto_econom,0,3,0,,0
Полтава,19711,Украина,auto_econom_Ukraine,0,51,0,,0
Araguatins,21535,Brazil,auto_econom,0,3,0,,0
Los Muermos,31872,Chile,auto_econom,0,44,0,,0
Шагалалы,7002,Казахстан,auto_econom,0,3,0,,0
Arenillas,4443,Ecuador,auto_econom,0,13,0,,0
Khanewal,5441,Pakistan,auto_econom,0,62,0,,0
Tamuin,24895,Mexico,auto_econom,0,3,0,,0
Rio das Pedras,22330,Brazil,auto_econom,0,3,0,,0
Теренозек,21238,Казахстан,auto_econom,0,6,0,,0
Tank,23529,Pakistan,auto_econom,0,2,0,,0
Larreynaga,8129,Nicaragua,moto_econom,0,7,0.136,1.122,0
Hato Mayor del Rey,7658,Dominican Republic,auto_econom,0,22,0,,0
Villa de Hidalgo,24074,Mexico,auto_econom,0,3,0,,0
Cannon Rocks,38579,South Africa,auto_econom,0,3,0,,0
Olmedo,4700,Ecuador,auto_econom,0,14,0,,0
Glória do Goitá,21847,Brazil,auto_econom,0,3,0,,0
Puerto Cabezas,8164,Nicaragua,moto_econom,0,1,0.125,1.275,0
Pattaya,5995,Thailand,inRush,0,531,0,,0
Laranjeiras,22026,Brazil,auto_econom,0,3,0,,0
Taounate (تاونات‎),11458,Morocco,auto_econom_dublicate,0,24,0,,0
Souk Tlet El Gharb (سوق ثلاثاء الغرب),25287,Morocco,auto_econom_dublicate,0,10,0,,0
Nava,24717,Mexico,auto_econom,0,3,0,,0
Tacambaro,24985,Mexico,auto_econom,0,3,0,,0
Sarai Alamgir,23538,Pakistan,auto_econom,0,9,0,,0
Guapimirim,21865,Brazil,auto_econom,0,3,0,,0
Guwahati,5230,India,moto_econom,0,4,0.119,1.056,0
Аэропорт Манас,19626,Кыргызстан,auto_econom,0,4,0,,0
Mar del Plata,6573,Argentina,moto_econom,0,3,0.118,1.094,0
Талгар,176,Казахстан,auto_econom_karaganda,0,1,0,,0
La Trinidad,8125,Nicaragua,moto_econom,0,7,0.115,1.154,0
Mirpur Khas,5395,Pakistan,auto_econom,0,5,0,,0
Бургулюк,42991,Казахстан,auto_econom,0,4,0,,0
Kaghan,33142,Pakistan,auto_econom,0,7,0,,0
Limoeiro,22031,Brazil,auto_econom,0,3,0,,0
Бородулиха,3950,Казахстан,auto_econom,0,10,0,,0
Caraz,19933,Peru,auto_econom,0,20,0,,0
Beni Suef (بني سويف),9859,Egypt,moto_econom,0,9,0.104,1.096,0
Fresno,23348,Colombia,auto_econom,0,3,0,,0
Rahim Yar Khan,5436,Pakistan,moto_econom,0,57,0.101,1.155,0
Tamboril,7651,Dominican Republic,moto_econom,0,4,0.1,1.297,0
Osasco,26456,Brazil,auto_econom,0,3,0,,0
Benjamin Hill,24265,Mexico,auto_econom,0,3,0,,0
Larkana,5391,Pakistan,moto_econom,0,7,0.1,1.067,0
Phonsavan (Ban Phonsavan),6272,Laos,auto_econom,0,15,0,,0
Pasrur,23560,Pakistan,auto_econom,0,17,0,,0
Igrejinha,21902,Brazil,auto_econom,0,3,0,,0
Moshupa,13107,Botswana,auto_econom,0,20,0,,0
Rio Formoso,32289,Brazil,auto_econom,0,3,0,,0
Шемонаиха,232,Казахстан,auto_econom,0,12,0,,0
Баянаул,873,Казахстан,auto_econom_karaganda,0,1,0,,0
Mit Masoud (ميت مسعود),43256,Egypt,auto_econom,0,72,0,,0
Ambon,5627,Indonesia,moto_econom,0,6,0.088,1.122,0
Moulay Brahim (مولاي ابراهيم),25409,Morocco,auto_econom_dublicate,0,18,0,,0
Lanco,31862,Chile,auto_econom,0,1,0,,0
Kartarpur,15695,India,auto_econom,0,1,0,,0
Sidi Laaroussi (سيدي لعروسي),25428,Morocco,auto_econom_dublicate,0,1,0,,0
Pontianak,5706,Indonesia,moto_econom,0,6,0.086,1.101,0
Антоновка (Северо-Казахстанская область),6981,Казахстан,auto_econom,0,11,0,,0
São Jerônimo,32240,Brazil,auto_econom,0,3,0,,0
Pattaya,5995,Thailand,Taxi Thailand,0,11,0,,0
Conceição da Barra,21748,Brazil,auto_econom,0,3,0,,0
Galán,22694,Colombia,auto_econom,0,3,0,,0
Kabirwala,23566,Pakistan,auto_econom,0,19,0,,0
Jalalpur,23610,Pakistan,auto_econom,0,3,0,,0
Presidente Figueiredo,22299,Brazil,auto_econom,0,3,0,,0
Carlos Barbosa,21716,Brazil,auto_econom,0,3,0,,0
Санаторий Ыссык Ата,43094,Кыргызстан,auto_econom,0,8,0,,0
São Bernardo,22403,Brazil,auto_econom,0,3,0,,0
Santa Brígida,42852,Brazil,auto_econom,0,3,0,,0
El Porvenir,8167,Panama,auto_econom,0,49,0,,0
Região do Grande ABC,33386,Brazil,auto_econom,0,3,0,,0
Ituverava,21970,Brazil,auto_econom,0,3,0,,0
Norcasia,22844,Colombia,auto_econom,0,3,0,,0
Guarulhos,26449,Brazil,auto_econom,0,3,0,,0
Rengo,7478,Chile,auto_econom,0,11,0,,0
Briceño,23021,Colombia,auto_econom,0,3,0,,0
Santo Antônio da Patrulha,22390,Brazil,auto_econom,0,3,0,,0
Opichen,24316,Mexico,auto_econom,0,3,0,,0
Goiás,21851,Brazil,auto_econom,0,3,0,,0
Улкен Нарын (Большенарым),4370,Казахстан,auto_econom,0,15,0,,0
Frei Inocêncio,43539,Brazil,auto_econom,0,3,0,,0
Cintalapa de Figueroa,24920,Mexico,auto_econom,0,3,0,,0
Vetas,22677,Colombia,auto_econom,0,3,0,,0
Abdul Hakeem,23542,Pakistan,auto_econom,0,4,0,,0
Chakwal,23623,Pakistan,auto_econom,0,92,0,,0
Жанаарна,4003,Казахстан,auto_econom,0,1,0,,0
Delmiro Gouveia,21791,Brazil,auto_econom,0,3,0,,0
Чунджа,4007,Казахстан,auto_econom,0,1,0,,0
Sao Sebastiao da Grama,38266,Brazil,auto_econom,0,3,0,,0
Concepción,22817,Colombia,auto_econom,0,3,0,,0
Patrocínio,22217,Brazil,auto_econom,0,3,0,,0
Ihnasya al-Madinah (اهناسيا‎),23451,Egypt,auto_econom,0,1,0,,0
Horizonte,21878,Brazil,auto_econom,0,3,0,,0
Constanza,7652,Dominican Republic,auto_econom,0,52,0,,0
Queenstown,4787,South Africa,auto_econom,0,3,0,,0
Felipe Carrillo Puerto,6926,Mexico,auto_econom,0,3,0,,0
Bengkulu,5659,Indonesia,moto_econom,0,2,0.063,1.186,0
Ben Ahmed (بن أحمد),43232,Morocco,auto_econom_dublicate,0,11,0,,0
Xaysetha,8636,Laos,auto_econom,0,1,0,,0
Sincé,7499,Colombia,auto_econom,0,3,0,,0
Mnasra (مناصرة),25284,Morocco,auto_econom_dublicate,0,20,0,,0
Laguna,22020,Brazil,auto_econom,0,3,0,,0
Шаян,6985,Казахстан,auto_econom,0,1,0,,0
Coroneo,24177,Mexico,auto_econom,0,3,0,,0
Sukkur,5394,Pakistan,moto_econom,0,210,0.058,1.135,0
Ambato,4407,Ecuador,moto_econom,0,8,0.057,1.164,0
Três Barras do Paraná,43522,Brazil,auto_econom,0,3,0,,0
Reuleuet,7034,Indonesia,auto_econom,0,1,0,,0
Quảng Ngãi,5778,Vietnam,moto_econom,0,6,0.056,1.028,0
Tumbes,5616,Peru,mototaxi,0,2,0,,0
São José de Mipibu,22436,Brazil,auto_econom,0,3,0,,0
Periquito,43590,Brazil,auto_econom,0,3,0,,0
Colón,22728,Colombia,auto_econom,0,3,0,,0
La Concepción,8138,Nicaragua,moto_econom,0,6,0.053,1.146,0
Santa Cruz do Capibaribe,5059,Brazil,intercity_buses,0,1,0,,0
Nicolas Bravo,24301,Mexico,auto_econom,0,3,0,,0
Nova Aurora,43513,Brazil,auto_econom,0,3,0,,0
Puyo,4471,Ecuador,auto_econom,0,47,0,,0
Punta Cana,7626,Dominican Republic,moto_econom,0,37,0.052,1.143,0
Diriomo,8132,Nicaragua,moto_econom,0,47,0.052,1.123,0
Lady Frere,38678,South Africa,auto_econom,0,8,0,,0
San José del Guaviare,5151,Colombia,auto_econom,0,3,0,,0
Sammundri,23583,Pakistan,auto_econom,0,29,0,,0
Skhour Rehamna (صخور الرحامنة),25438,Morocco,auto_econom_dublicate,0,15,0,,0
Temascalapa,43275,Mexico,auto_econom,0,3,0,,0
Barbacoas,4592,Colombia,auto_econom,0,3,0,,0
Támesis,23203,Colombia,auto_econom,0,3,0,,0
Puntarenas,7614,Costa Rica,auto_econom,0,78,0,,0
Estiva Gerbi,38283,Brazil,auto_econom,0,3,0,,0
Ighrem N'Ougdal (اغرم نوكدال),25554,Morocco,auto_econom_dublicate,0,2,0,,0
Copiapó,5573,Chile,6-seater XL,0,94,0.046,1.162,0
Hue,5793,Vietnam,6-seater,0,88,0.046,1.106,0
Chonburi,25633,Thailand,Moto (Win),0,5,0,,0
Concordia,22980,Colombia,auto_econom,0,3,0,,0
Ras Abu Rudeis (أبو رديس‎),23487,Egypt,auto_econom,0,6,0,,0
Ezzhiliga (ازحيليكة),25504,Morocco,auto_econom_dublicate,0,5,0,,0
Guanujo,43399,Ecuador,auto_econom,0,12,0,,0
Pallatanga,4676,Ecuador,auto_econom,0,9,0,,0
Los Vilos,31873,Chile,auto_econom,0,5,0,,0
Tando Allahyar,23620,Pakistan,auto_econom,0,2,0,,0
Sinjai,7143,Indonesia,auto_econom,0,4,0,,0
Langkawi,25958,Malaysia,6-seater XL,0,13,0.04,1.005,0
Sucre,5509,Bolivia,moto_econom,0,75,0.037,1.116,0
Matões,22083,Brazil,auto_econom,0,3,0,,0
Mapimi,24226,Mexico,auto_econom,0,3,0,,0
Granada,5539,Nicaragua,moto_econom,0,17,0.036,1.102,0
Toledo,23016,Colombia,auto_econom,0,3,0,,0
Eloxochitlan,24524,Mexico,auto_econom,0,3,0,,0
Gramalote,42835,Colombia,auto_econom,0,3,0,,0
Pekanbaru,5688,Indonesia,6-seater XL,0,39,0.034,1.076,0
Pesqueira,22238,Brazil,auto_econom,0,3,0,,0
Akil,24470,Mexico,auto_econom,0,3,0,,0
Рудный,254,Казахстан,city_order_title_shared,0,95,0,,0
Đông Hà,7184,Vietnam,moto_econom,0,3,0.033,1.054,0
Majenang,7063,Indonesia,auto_econom,0,1,0,,0
Salatiga,5664,Indonesia,moto_econom,0,27,0.031,1.097,0
Nakuru,824,Kenya,auto_econom,0,7,0,,0
Саксаульский,4121,Казахстан,auto_econom,0,21,0,,0
Tasikmalaya,5701,Indonesia,6-seater XL,0,48,0.031,1.069,0
Puerto Plata,5529,Dominican Republic,moto_econom,0,53,0.03,1.169,0
Ghiata Al Gharbia (غياتة الغربية),25283,Morocco,auto_econom_dublicate,0,1,0,,0
Umzinto,11676,South Africa,auto_econom,0,27,0,,0
Khao Lak,43424,Thailand,Nearby Car (All),0,24,0,,0
Ariquemes,5075,Brazil,moto_econom,0,1,0,,0
Pital,7724,Costa Rica,auto_econom,0,1,0,,0
Kebumen,19970,Indonesia,moto_econom,0,6,0.025,1.097,0
Puñal,31800,Dominican Republic,moto_econom,0,1,0.025,1.069,0
Ulloa,22807,Colombia,auto_econom,0,3,0,,0
Harrismith,11045,South Africa,auto_econom,0,2,0,,0
Ivanova Mexico,31971,Mexico,auto_econom,0,3,0,,0
Ayutthaya,7189,Thailand,Nearby Car (All),0,2,0,,0
Corinto,21763,Brazil,auto_econom,0,3,0,,0
Chepén,19882,Peru,auto_econom,0,15,0,,0
Gutu,43457,Zimbabwe,auto_econom,0,4,0,,0
Altos,21507,Brazil,auto_econom,0,3,0,,0
Asunción Mita,7823,Guatemala,auto_econom,0,10,0,,0
Аркалык,250,Казахстан,auto_econom,0,24,0,,0
San Isidro de El General,7678,Costa Rica,auto_econom,0,93,0,,0
Yenegoa,11802,Nigeria,auto_econom,0,1,0,,0
Banyuwangi,7081,Indonesia,moto_econom,0,38,0.02,1.088,0
Chtouka (شتوكة),25250,Morocco,auto_econom_dublicate,0,15,0,,0
Dumai,5689,Indonesia,auto_econom,0,2,0,,0
Уштобе,180,Казахстан,auto_econom,0,37,0,,0
Tarija,6136,Bolivia,moto_econom,0,27,0.018,1.018,0
Жалтыр,6300,Казахстан,auto_econom,0,2,0,,0
La Vega,7666,Dominican Republic,moto_econom,0,56,0.017,1.049,0
Baviacora,24132,Mexico,auto_econom,0,3,0,,0
Cardoso,32540,Brazil,auto_econom,0,3,0,,0
Kalianget,7090,Indonesia,auto_econom,0,1,0,,0
Colinas do Tocantins,21745,Brazil,auto_econom,0,3,0,,0
Mataram,5650,Indonesia,moto_econom,0,224,0.015,1.153,0
Жанашар,6804,Казахстан,auto_econom,0,56,0,,0
Santa Ana,6286,Mexico,auto_econom,0,3,0,,0
Аманкарагай,42983,Казахстан,auto_econom,0,8,0,,0
Phuket,6560,Thailand,4-seater Thailand,0,2,0,,0
Chota,19907,Peru,Trimoto,0,2,0,,0
Pasuruan,5671,Indonesia,moto_econom,0,398,0.013,1.083,0
Kadoma,12087,Zimbabwe,auto_econom,0,19,0,,0
Bahía de Caráquez,4464,Ecuador,auto_econom,0,25,0,,0
Huancavelica,19873,Peru,auto_econom,0,6,0,,0
Calbuco,31813,Chile,auto_econom,0,63,0,,0
São Pedro,22459,Brazil,auto_econom,0,3,0,,0
Barra de Sao Miguel,32649,Brazil,auto_econom,0,3,0,,0
Belmira,22842,Colombia,auto_econom,0,3,0,,0
Banjarmasin,5643,Indonesia,moto_econom,0,43,0.011,1.05,0
Ocotal,8159,Nicaragua,auto_econom,0,1,0,,0
Kae Dam,32896,Thailand,Moto (Win),0,8,0,,0
Guácimo,7601,Costa Rica,auto_econom,0,19,0,,0
La Rioja,5493,Argentina,auto_econom_with_pet,0,1,0,,0
Purén,31895,Chile,auto_econom,0,5,0,,0
Guayabal de Síquima,22695,Colombia,auto_econom,0,3,0,,0
Bagadó,42797,Colombia,auto_econom,0,3,0,,0
Ji-Paraná,5074,Brazil,moto_econom,0,1,0,,0
Salto Do Corumbá,32639,Brazil,auto_econom,0,3,0,,0
Villa Altagracia,7661,Dominican Republic,moto_econom,0,33,0.008,1.147,0
Santa Rosalia de Camargo,24909,Mexico,auto_econom,0,3,0,,0
La Romana,5527,Dominican Republic,moto_econom,0,84,0.007,1.432,0
Maun,12899,Botswana,auto_econom,0,52,0,,0
Hai Phong,5757,Vietnam,moto_econom,0,407,0.007,1.086,0
Сулутюбе,25183,Казахстан,auto_econom,0,5,0,,0
Pabbi,23517,Pakistan,auto_econom,0,15,0,,0
La concepción,6238,Panama,auto_econom,0,289,0,,0
Jayapura,5630,Indonesia,moto_econom,0,19,0.006,1.027,0
Banda Aceh,5652,Indonesia,moto_econom,0,45,0.004,1.202,0
