ratio_bin_start,normalized_frequency,bid2order
,0.039381414332247712,0.20717524137577797
0.0,0.0005332103376365679,0.15188628312366415
0.05,0.0001894114643724406,0.21219408096769829
0.1,0.00023024821565667715,0.255407881891517
0.15000000000000002,0.00038589951125461632,0.30370692077766137
0.2,0.00072410258034971925,0.35219747304215226
0.25,0.0013907249340837239,0.39161780051266926
0.30000000000000004,0.0025553028761441643,0.42328170116099084
0.35000000000000003,0.0045729649100824171,0.44654200860536442
0.4,0.0078283466604468447,0.46023027658831178
0.45,0.012668618679546339,0.46848860770644579
0.5,0.019541908660303732,0.47257074119567921
0.55,0.028520023507661779,0.47429132452152456
0.60000000000000009,0.039735799489015532,0.47152627931781627
0.65,0.053046884709443617,0.46472494849287793
0.70000000000000007,0.067235091530073884,0.45508893091838482
0.75,0.0808536502184786,0.44319191837312205
0.8,0.0914838424477005,0.42916719076135795
0.85000000000000009,0.096186283776585987,0.4151490953138105
0.9,0.092570144198884929,0.40265158753110303
0.95000000000000007,0.0783901240515844,0.39135789734295151
1.0,0.065669875304326317,0.39277436054197518
1.05,0.05408377854629845,0.39184787526452419
1.1,0.041886814386787277,0.3931503746359602
1.1500000000000001,0.031101345492972415,0.39548164723496365
1.2000000000000002,0.022612191146337179,0.39490507953870063
1.25,0.016092738178035068,0.39397024021387739
1.3,0.011339891233301456,0.39256892991450137
1.35,0.0085384557868897412,0.39007373894216069
1.4000000000000001,0.006373745168273018,0.38826775806678637
1.4500000000000002,0.0046963447022150915,0.38614675721348124
1.5,0.0035411798570901417,0.38207481771638091
1.55,0.0026910533784094879,0.37595049860420132
1.6,0.0020916122225778785,0.36969666118021027
1.6500000000000001,0.0016646748423416189,0.36254687503701438
1.7000000000000002,0.0013337691908749721,0.35564763867412136
1.75,0.0010738837192406331,0.3469613706009691
1.8,0.00087729708525188528,0.34144313214289729
1.85,0.00072262180200900847,0.33444932862923582
1.9000000000000001,0.00059375662326667034,0.32793151198971882
1.9500000000000002,0.00049331805083329067,0.32350895704932969
2.0,0.00042424595222684524,0.32011079971928258
2.0500000000000003,0.00036865662631518085,0.31424827512435149
2.1,0.00031480440522131437,0.31238021270465621
2.15,0.00027566729565437831,0.30219084608287022
2.2,0.00024021931561536502,0.29856112155362757
2.25,0.00021267604978129131,0.2937364410079546
2.3000000000000003,0.00018777294666121465,0.29196068548387094
2.35,0.00016263717796962817,0.28076960380194949
2.4000000000000004,0.00014275807380045849,0.27984033590232316
2.45,0.00012392990818734588,0.28299365185432679
2.5,0.00011022235688958081,0.28105042843598504
2.5500000000000003,9.8697524131318879e-05,0.27750918970752758
2.6,9.1705726533235609e-05,0.28034831219092671
2.6500000000000004,8.3229207110178629e-05,0.27755798251640568
2.7,7.55709606716689e-05,0.26759203694523442
2.75,6.8445084608647765e-05,0.25673378849422407
2.8000000000000003,6.17313026510974e-05,0.2558770921170308
2.85,5.692025185038584e-05,0.24941111265068588
2.9000000000000004,5.1669502554363341e-05,0.24850219423774089
2.95,4.9403970845339736e-05,0.23603128991060027
3.0,4.5223877526688708e-05,0.23587373561213812
3.0500000000000003,4.3129887383100316e-05,0.24407972935905642
3.1,4.0174245928073e-05,0.24804907975460122
3.1500000000000004,3.8726987203596656e-05,0.24372486125961
3.2,3.4893920500078917e-05,0.24908176527094988
3.25,3.4410843677876324e-05,0.2367636947054779
3.3000000000000003,3.2517971231694726e-05,0.25
3.35,3.0672420596667663e-05,0.24595011571097969
3.4000000000000004,2.9461770927964016e-05,0.24501405434346138
3.45,2.7436791758975992e-05,0.24649658641753502
3.5,2.6214311637483709e-05,0.2515231289958631
3.5500000000000003,2.5157457855032316e-05,0.26522454737832118
3.6,2.3209376629170421e-05,0.24297001104409141
3.6500000000000004,2.2501521203983761e-05,0.24553101997896951
3.7,2.1245521466257013e-05,0.24612529002320185
3.75,1.8940554914604628e-05,0.20705808869456591
3.8000000000000003,1.8875487424267135e-05,0.23628956439987464
3.85,1.7769340088529762e-05,0.22103861517976031
3.9000000000000004,1.6408838017836737e-05,0.21965873588079787
3.95,1.5436769147037228e-05,0.20564567633158767
4.0,1.5519582316557673e-05,0.20531063397281157
4.05,1.47506028852964e-05,0.21200374281513168
4.1000000000000005,1.4054577912898375e-05,0.21141975308641975
4.15,1.4052606170766934e-05,0.20541602357233057
4.2,1.3599105480535927e-05,0.21603595766275191
4.25,1.2703934552862545e-05,0.21108179419525067
4.3,1.2305642642311834e-05,0.20813972119852589
4.3500000000000005,1.1808763625189164e-05,0.20103523125730505
4.4,1.1656939481068349e-05,0.19942489851150202
4.45,1.0949084055881689e-05,0.19430938231586531
4.5,1.0367420127107134e-05,0.19513122860403195
4.55,1.0623746604194226e-05,0.19357832219747587
4.6000000000000005,1.0191935077409049e-05,0.19868446508028631
4.65,9.9119476947446863e-06,0.18221603341953452
4.7,9.4978818471424625e-06,0.18019514220469171
4.75,9.3401424766273288e-06,0.18978256280346212
4.8000000000000007,8.902415723447834e-06,0.16921373200442968
4.8500000000000005,8.4568020017425828e-06,0.17276754488225693
4.9,8.0723122861119444e-06,0.15583781143136297
4.95,8.3345539895933538e-06,0.16465578424414479
5.0,8.2182212038384426e-06,0.1797024952015355
5.0500000000000007,7.7430313501616044e-06,0.16883116883116883
5.1000000000000005,7.5123375207832215e-06,0.16246719160104986
5.15,7.5064222943889046e-06,0.1633832413974258
5.2,7.6740203755612335e-06,0.17394655704008222
5.25,7.18502832696432e-06,0.15889132821075741
5.3000000000000007,7.4236091248684595e-06,0.1543160690571049
5.3500000000000005,6.8537756488825407e-06,0.179228998849252
5.4,6.9878541138204034e-06,0.15829571106094809
5.45,6.9779954031632083e-06,0.15484600169539417
5.5,6.4377380591488765e-06,0.15987748851454825
5.5500000000000007,6.5678730398238611e-06,0.16961873311317924
5.6000000000000005,6.3214052733939653e-06,0.14004990642545229
5.65,6.09859841254134e-06,0.14969285483349498
5.7,6.2661964937136694e-06,0.14946507237256135
5.75,6.1242310602500494e-06,0.14359304571796522
5.8000000000000007,5.3414494340687e-06,0.14101144333702473
5.8500000000000005,5.9369155577633286e-06,0.13450680836931253
5.9,5.4577822198236113e-06,0.13981213872832371
5.95,5.6411542380474539e-06,0.14016078294302692
6.0,5.6727021121504804e-06,0.14946124435175531
6.0500000000000007,5.3493364025944573e-06,0.16107629929966827
6.1000000000000005,5.53073667868686e-06,0.1408199643493761
6.15,5.3138450442285517e-06,0.1443413729128015
6.2,5.2053992269993978e-06,0.13825757575757575
6.25,4.7735877002142208e-06,0.13630731102850063
6.3000000000000007,4.807107316448686e-06,0.1431501230516817
6.3500000000000005,4.8741465489176182e-06,0.11771844660194175
6.4,4.9431575235179892e-06,0.14399680893498204
6.45,4.8780900331804965e-06,0.1576394502829426
6.5,4.8051355743172473e-06,0.12638489946655723
6.5500000000000007,4.87020306465474e-06,0.14979757085020243
6.6000000000000005,4.8307682220259562e-06,0.12693877551020408
6.65,4.8504856433403481e-06,0.14674796747967481
6.7,4.7795029266085377e-06,0.13325082508250824
6.75,4.5783852292017435e-06,0.12790697674418605
6.8000000000000007,4.5823287134646217e-06,0.11876075731497418
6.8500000000000005,4.2983978465373817e-06,0.12981651376146788
6.9,4.4088154058979751e-06,0.12209302325581395
6.95,4.0460148537131682e-06,0.13791423001949318
7.0,4.3693805632691913e-06,0.1263537906137184
7.0500000000000007,4.2471325511199631e-06,0.149025069637883
7.1000000000000005,4.0361561430559722e-06,0.11577918905715681
7.15,4.2569912617771591e-06,0.12274201018990273
7.2,3.821236250729103e-06,0.12796697626418987
7.25,3.8527841248321305e-06,0.11361310133060389
7.3000000000000007,3.7601122446544894e-06,0.12008390141583639
7.3500000000000005,3.7384230812086584e-06,0.10126582278481013
7.4,3.5708250000363295e-06,0.11595803423522916
7.45,3.6378642325052609e-06,0.11436314363143632
7.5,3.4268878244412703e-06,0.085155350978135785
7.5500000000000007,3.3144985229492378e-06,0.11838191552647234
7.6000000000000005,3.3499898813151426e-06,0.12183637433784579
7.65,3.4387182772299054e-06,0.14105504587155962
7.7,3.4564639564128578e-06,0.12264689104392471
7.75,3.1646461209598613e-06,0.1015576323987539
7.8000000000000007,3.208024447851523e-06,0.11493546404425323
7.8500000000000005,3.2178831585087185e-06,0.1053921568627451
7.9,3.247459290480306e-06,0.11536126290224651
7.95,3.0857764357022944e-06,0.11246006389776358
8.0,3.0818329514394162e-06,0.11836212412028151
8.05,2.9457827443701139e-06,0.09170013386880857
8.1,3.0916916620966122e-06,0.10905612244897959
8.15,2.9162066123985264e-06,0.12035158891142664
8.2000000000000011,2.9733871342102623e-06,0.11405835543766578
8.25,3.006906750444728e-06,0.12262295081967213
8.3,2.9871893291303365e-06,0.12475247524752475
8.35,2.9280370651871611e-06,0.12053872053872054
8.4,2.9536697128958703e-06,0.12550066755674233
8.4500000000000011,3.0009915240504102e-06,0.14914586070959265
8.5,2.8412804114038378e-06,0.12283136710617627
8.55,2.9457827443701139e-06,0.13119143239625167
8.6,2.5317168967678889e-06,0.1277258566978193
8.65,2.7150889149917315e-06,0.15904139433551198
8.7000000000000011,2.6776258144943871e-06,0.17525773195876287
8.75,2.3838362369099515e-06,0.11000827129859388
8.8,2.283277388206554e-06,0.15112262521588946
8.85,2.3345426836239725e-06,0.10050675675675676
8.9,2.2773621618122367e-06,0.11774891774891776
8.9500000000000011,2.2556729983664056e-06,0.1381118881118881
9.0,2.3187687465724592e-06,0.18112244897959184
9.05,2.2753904196807976e-06,0.16117850953206239
9.1,2.2398990613148924e-06,0.12323943661971831
9.15,2.0545553009596107e-06,0.080614203454894437
9.2000000000000011,2.0269509111194623e-06,0.1254863813229572
9.25,1.8337201822384242e-06,0.08924731182795699
9.3,1.8080875345297151e-06,0.071973827699018542
9.35,1.699641717300561e-06,0.062645011600928072
9.4,1.664150358934656e-06,0.059241706161137442
9.4500000000000011,1.5596480259683803e-06,0.061946902654867256
9.5,1.6326024848316294e-06,0.057971014492753624
9.55,1.5004957620252051e-06,0.059132720105124839
9.6000000000000014,1.463032661527861e-06,0.051212938005390833
9.65,1.3881064605331728e-06,0.052556818181818184
9.7000000000000011,1.5517610574426236e-06,0.068614993646759853
9.75,1.2165648950979652e-06,0.064829821717990274
9.8,1.1810735367320604e-06,0.055091819699499167
9.8500000000000014,1.1436104362347161e-06,0.0603448275862069
9.9,1.1475539204975945e-06,0.063573883161512024
9.9500000000000011,1.1712148260748645e-06,0.082491582491582491
10.0,1.1968474737835737e-06,0.046128500823723231
10.05,1.1475539204975945e-06,0.049828178694158079
10.100000000000001,1.116006046394568e-06,0.044169611307420496
10.15,9.5629493374799552e-07,0.039175257731958762
10.200000000000001,9.365775124336038e-07,0.04
10.25,1.0036167449025354e-06,0.039292730844793712
10.3,1.1948757316521344e-06,0.041254125412541254
10.350000000000001,9.1686009111921208e-07,0.055913978494623658
10.4,9.6812538653663038e-07,0.050916496945010187
10.450000000000001,8.9911441193625958e-07,0.05701754385964912
10.5,8.0447078962717962e-07,0.041666666666666664
10.55,8.9714266980482047e-07,0.02197802197802198
10.600000000000001,8.4784911651884128e-07,0.051162790697674418
10.65,8.9122744341050293e-07,0.048672566371681415
10.700000000000001,8.8728395914762461e-07,0.057777777777777775
10.75,8.0249904749574051e-07,0.066339066339066333
10.8,7.8672511044422722e-07,0.050125313283208017
10.850000000000001,8.9911441193625958e-07,0.043859649122807015
10.9,8.9122744341050293e-07,0.046460176991150445
10.950000000000001,7.7686639978703136e-07,0.0532994923857868
11.0,7.7489465765559215e-07,0.038167938931297711
11.05,7.4334678355256557e-07,0.0636604774535809
11.100000000000001,8.7151002209611132e-07,0.04072398190045249
11.15,8.1432950028437548e-07,0.041162227602905568
11.200000000000001,9.3460577030216459e-07,0.0759493670886076
11.25,7.5517723634120054e-07,0.041775456919060053
11.3,7.315163307639305e-07,0.040431266846361183
11.350000000000001,6.54618387637803e-07,0.051204819277108432
11.4,8.8728395914762461e-07,0.028888888888888888
11.450000000000001,6.9996845666090391e-07,0.050704225352112678
11.5,7.2362936223817385e-07,0.057220708446866483
11.55,7.7489465765559215e-07,0.030534351145038167
11.600000000000001,6.4870316124348561e-07,0.0547112462006079
11.65,6.3687270845485054e-07,0.034055727554179564
11.700000000000001,7.4531852568400468e-07,0.047619047619047616
11.75,6.9996845666090391e-07,0.050704225352112678
11.8,5.8955089730031056e-07,0.046822742474916385
11.850000000000001,6.3292922419197222e-07,0.040498442367601244
11.9,6.8222277747795141e-07,0.031791907514450865
11.950000000000001,6.0926831861470228e-07,0.061488673139158574
