ratio_bin_start,normalized_frequency
29.6,5.9152263943174972e-08
29.650000000000002,5.1265295417418314e-08
29.700000000000003,5.1265295417418314e-08
29.75,6.506749033749247e-08
29.8,1.0055884870339745e-07
29.85,3.7463100497344151e-08
29.900000000000002,7.2954458863249141e-08
29.950000000000003,5.1265295417418314e-08
30.0,3.5491358365904983e-08
30.05,7.2954458863249141e-08
30.1,3.5491358365904983e-08
30.150000000000002,4.9293553285979146e-08
30.200000000000003,2.7604389840148322e-08
30.25,6.90109746003708e-08
30.3,4.5350069023100816e-08
30.35,4.1406584760222481e-08
30.400000000000002,7.8869685257566639e-08
30.450000000000003,7.0982716731809967e-08
30.5,4.7321811154539978e-08
30.55,5.3237037548857475e-08
30.6,5.1265295417418314e-08
30.650000000000002,4.9293553285979146e-08
30.700000000000003,4.7321811154539978e-08
30.75,3.3519616234465822e-08
30.8,4.5350069023100816e-08
30.85,4.3378326891661649e-08
30.900000000000002,4.5350069023100816e-08
30.950000000000003,7.49262009946883e-08
31.0,2.7604389840148322e-08
31.05,4.5350069023100816e-08
31.1,5.5208779680296643e-08
31.150000000000002,4.7321811154539978e-08
31.200000000000003,4.7321811154539978e-08
31.25,5.1265295417418314e-08
31.3,4.7321811154539978e-08
31.35,3.9434842628783319e-08
31.400000000000002,4.7321811154539978e-08
31.450000000000003,4.1406584760222481e-08
31.5,3.3519616234465822e-08
31.55,2.9576131971587486e-08
31.6,3.7463100497344151e-08
31.650000000000002,3.9434842628783319e-08
31.700000000000003,4.3378326891661649e-08
31.75,3.5491358365904983e-08
31.8,4.5350069023100816e-08
31.85,4.9293553285979146e-08
31.900000000000002,3.7463100497344151e-08
31.950000000000003,3.5491358365904983e-08
32.0,3.5491358365904983e-08
32.050000000000004,2.5632647708709157e-08
32.1,6.7039232468931644e-08
32.15,4.3378326891661649e-08
32.2,2.1689163445830824e-08
32.25,5.3237037548857475e-08
32.300000000000004,2.7604389840148322e-08
32.35,4.5350069023100816e-08
32.4,3.9434842628783319e-08
32.45,5.9152263943174972e-08
32.5,5.7180521811735811e-08
32.550000000000004,5.1265295417418314e-08
32.6,5.7180521811735811e-08
32.65,3.3519616234465822e-08
32.7,9.85871065719583e-09
32.75,5.1265295417418314e-08
32.800000000000004,5.5208779680296643e-08
32.85,3.7463100497344151e-08
32.9,3.1547874103026654e-08
32.95,3.7463100497344151e-08
33.0,3.3519616234465822e-08
33.050000000000004,1.971742131439166e-08
33.1,2.9576131971587486e-08
33.15,1.971742131439166e-08
33.2,5.3237037548857475e-08
33.25,4.1406584760222481e-08
33.300000000000004,2.9576131971587486e-08
33.35,5.1265295417418314e-08
33.4,5.5208779680296643e-08
33.45,3.7463100497344151e-08
33.5,2.9576131971587486e-08
33.550000000000004,2.1689163445830824e-08
33.6,1.971742131439166e-08
33.65,1.971742131439166e-08
33.7,3.7463100497344151e-08
33.75,3.5491358365904983e-08
33.800000000000004,6.90109746003708e-08
33.85,2.9576131971587486e-08
33.9,4.5350069023100816e-08
33.95,3.9434842628783319e-08
34.0,3.1547874103026654e-08
34.050000000000004,4.7321811154539978e-08
34.1,4.5350069023100816e-08
34.15,3.3519616234465822e-08
34.2,4.5350069023100816e-08
34.25,2.3660905577269989e-08
34.300000000000004,3.7463100497344151e-08
34.35,2.9576131971587486e-08
34.4,1.5773937051513327e-08
34.45,7.8869685257566635e-09
34.5,4.9293553285979146e-08
34.550000000000004,3.7463100497344151e-08
34.6,3.7463100497344151e-08
34.65,1.3802194920074161e-08
34.7,2.1689163445830824e-08
34.75,3.7463100497344151e-08
34.800000000000004,2.3660905577269989e-08
34.85,3.1547874103026654e-08
34.9,2.3660905577269989e-08
34.95,1.971742131439166e-08
35.0,4.3378326891661649e-08
35.050000000000004,3.7463100497344151e-08
35.1,2.3660905577269989e-08
35.15,2.5632647708709157e-08
35.2,4.1406584760222481e-08
35.25,3.7463100497344151e-08
35.300000000000004,2.5632647708709157e-08
35.35,1.7745679182952492e-08
35.4,2.9576131971587486e-08
35.45,1.971742131439166e-08
35.5,3.7463100497344151e-08
35.550000000000004,2.9576131971587486e-08
35.6,2.3660905577269989e-08
35.65,2.7604389840148322e-08
35.7,3.1547874103026654e-08
35.75,2.1689163445830824e-08
35.800000000000004,2.5632647708709157e-08
35.85,4.1406584760222481e-08
35.9,2.9576131971587486e-08
35.95,2.9576131971587486e-08
36.0,1.5773937051513327e-08
36.050000000000004,1.7745679182952492e-08
36.1,4.1406584760222481e-08
36.15,2.9576131971587486e-08
36.2,2.3660905577269989e-08
36.25,3.5491358365904983e-08
36.300000000000004,1.3802194920074161e-08
36.35,4.3378326891661649e-08
36.4,2.7604389840148322e-08
36.45,2.1689163445830824e-08
36.5,1.971742131439166e-08
36.550000000000004,1.971742131439166e-08
36.6,2.1689163445830824e-08
36.65,2.5632647708709157e-08
36.7,2.7604389840148322e-08
36.75,2.7604389840148322e-08
36.800000000000004,2.9576131971587486e-08
36.85,2.9576131971587486e-08
36.9,2.3660905577269989e-08
36.95,1.971742131439166e-08
37.0,2.5632647708709157e-08
37.050000000000004,2.5632647708709157e-08
37.1,2.3660905577269989e-08
37.15,9.85871065719583e-09
37.2,3.1547874103026654e-08
37.25,1.7745679182952492e-08
37.300000000000004,2.5632647708709157e-08
37.35,2.1689163445830824e-08
37.4,2.3660905577269989e-08
37.45,2.9576131971587486e-08
37.5,2.7604389840148322e-08
37.550000000000004,1.5773937051513327e-08
37.6,3.1547874103026654e-08
37.65,1.7745679182952492e-08
37.7,3.1547874103026654e-08
37.75,3.5491358365904983e-08
37.800000000000004,3.1547874103026654e-08
37.85,4.3378326891661649e-08
37.9,1.971742131439166e-08
37.95,2.1689163445830824e-08
38.0,2.1689163445830824e-08
38.050000000000004,2.7604389840148322e-08
38.1,2.5632647708709157e-08
38.15,3.3519616234465822e-08
38.2,4.1406584760222481e-08
38.25,2.5632647708709157e-08
38.300000000000004,3.1547874103026654e-08
38.35,2.1689163445830824e-08
38.400000000000006,2.5632647708709157e-08
38.45,2.3660905577269989e-08
38.5,1.971742131439166e-08
38.550000000000004,4.5350069023100816e-08
38.6,7.8869685257566635e-09
38.650000000000006,4.3378326891661649e-08
38.7,2.1689163445830824e-08
38.75,2.3660905577269989e-08
38.800000000000004,2.1689163445830824e-08
38.85,2.5632647708709157e-08
38.900000000000006,2.7604389840148322e-08
38.95,1.7745679182952492e-08
39.0,1.7745679182952492e-08
39.050000000000004,3.3519616234465822e-08
39.1,7.8869685257566635e-09
39.150000000000006,3.3519616234465822e-08
39.2,3.3519616234465822e-08
39.25,1.971742131439166e-08
39.300000000000004,3.1547874103026654e-08
39.35,3.7463100497344151e-08
39.400000000000006,2.1689163445830824e-08
39.45,2.7604389840148322e-08
39.5,9.85871065719583e-09
39.550000000000004,9.85871065719583e-09
39.6,4.5350069023100816e-08
39.650000000000006,9.85871065719583e-09
39.7,2.5632647708709157e-08
39.75,3.1547874103026654e-08
39.800000000000004,3.1547874103026654e-08
39.85,2.1689163445830824e-08
39.900000000000006,1.5773937051513327e-08
39.95,1.7745679182952492e-08
40.0,1.1830452788634994e-08
40.050000000000004,2.5632647708709157e-08
40.1,2.9576131971587486e-08
40.150000000000006,1.1830452788634994e-08
40.2,2.5632647708709157e-08
40.25,2.3660905577269989e-08
40.300000000000004,1.7745679182952492e-08
40.35,2.3660905577269989e-08
40.400000000000006,1.3802194920074161e-08
40.45,2.1689163445830824e-08
40.5,1.1830452788634994e-08
